Unnamed: 0,number_of_rooms,floor,area,latitude,longitude,price
80,2,14,82,38.5635832,68.7537962,448000
81,1,14,62,38.5635832,68.7537962,340000
82,3,5,160,38.58096865,68.79602633,1058000
83,2,10,87,38.5507163,68.8305472,406000
84,1,11,57,38.5507163,68.8305472,266000
85,3,10,104,38.5739136,68.7854047,640000
86,3,15,116,38.5637406,68.7921509,634700
87,1,14,57,38.533662,68.6677214,318400
88,1,12,74,38.5637406,68.7921509,430000
89,1,10,47,38.54692615,68.75433241,198200
90,1,8,47,38.56067835,68.7487056,203000
91,2,13,79,38.58288255,68.7482971,480000
92,2,9,88,38.5507163,68.8305472,371000
96,2,16,71,38.5305762,68.7763022,524000
97,1,8,54,38.5112209,68.73803769,196000
98,1,11,47,38.58980425,68.78555936,172000
99,1,12,68,38.5647176,68.7909964,295000
101,2,11,74,38.5540499,68.78854785,320000
102,1,5,47,38.5644634,68.7598051,237000
103,1,5,58,38.5644634,68.7598051,350000
104,2,5,73,38.5670588,68.7580972,440000
107,3,9,71,38.5507163,68.8305472,500000
108,3,3,76,38.5305762,68.7763022,430000
109,2,3,64,38.5707484,68.7886955,583999
111,1,3,33,38.5635832,68.7537962,270000
112,2,2,37,38.5305762,68.7763022,300000
113,2,2,55,38.5635832,68.7537962,350000
115,4,7,86,38.52874565,68.7448214,500000
116,2,13,88,38.52874565,68.7448214,465000
118,1,3,40,38.50599805,68.75511569,200000
119,1,3,41,38.5305762,68.7763022,245000
120,2,12,72,38.5507163,68.8305472,445000
121,4,1,150,38.5305762,68.7763022,790650
125,2,14,62,38.5644634,68.7598051,285000
126,3,6,74,38.58569185,68.72512473,620000
127,3,2,52,38.5858337,68.793715,160000
128,3,9,93,38.5871679,68.7869964,470000
129,2,7,66,38.5871679,68.7869964,410000
130,2,5,67,38.5871679,68.7869964,416000
131,1,5,59,38.5871679,68.7869964,366000
132,2,10,66,38.5871679,68.7869964,340000
133,3,3,106,38.5871679,68.7869964,658000
135,2,10,67,38.5871679,68.7869964,755000
136,1,1,30,38.5905467,68.7329119,285000
137,2,10,64,38.5834656,68.7891768,457000
138,1,3,42,38.5615057,68.739065,300000
139,1,4,42,38.5575994,68.76368975,285000
140,3,5,75,38.5885533,68.7787884,460000
141,2,13,52,38.5849938,68.7245146,364160
142,2,2,67,38.5077678,68.7681578,499000
143,2,12,95,38.5871679,68.7869964,690000
146,3,1,68,38.5425835,68.81521424,535000
147,2,2,55,38.5507163,68.8305472,380000
149,3,5,56,38.5507163,68.8305472,380000
150,1,13,40,38.5853222,68.71890382,120000
151,1,6,30,38.5615057,68.739065,170000
152,4,2,80,38.57144665,68.75630005,720000
154,2,1,38,38.5615057,68.739065,250000
155,1,3,32,38.5615057,68.739065,200000
159,3,1,62,38.55844695,68.74822573,400000
160,2,12,72,38.5615057,68.739065,490200
163,2,8,77,38.5666857,68.80115682,328000
164,2,5,42,38.5427128,68.86664878,123000
165,2,10,80,38.5635832,68.7537962,350000
166,1,1,37,38.58569185,68.72512473,181600
167,3,7,82,38.5507163,68.8305472,595000
170,2,3,39,38.5615057,68.739065,461000
171,3,5,75,38.5885533,68.7787884,467400
172,3,11,202,38.5507163,68.8305472,1900000
178,2,2,77,38.5507163,68.8305472,625000
179,2,8,60,38.5305762,68.7763022,315000
180,3,14,78,38.5849938,68.7245146,470000
181,3,10,104,38.5737759,68.8016005,652000
183,1,4,61,38.4881522,68.7153354,399000
184,2,5,70,38.5305762,68.7763022,370000
185,3,16,105,38.4881522,68.7153354,515000
186,1,4,55,38.5305762,68.7763022,282150
188,2,12,74,38.5507163,68.8305472,421000
189,2,9,85,38.54557415,68.82363702,629000
190,2,16,78,38.4881522,68.7153354,372000
191,4,1,85,38.5615057,68.739065,550000
192,2,9,88,38.5507163,68.8305472,798000
193,1,3,49,38.4881522,68.7153354,379000
194,3,10,104,38.5834656,68.7891768,639000
197,2,7,48,38.5305762,68.7763022,380000
198,1,5,66,38.5644634,68.7598051,430000
200,2,12,45,38.5623522,68.81128815,567000
201,2,1,71,38.5871679,68.7869964,550000
202,2,4,84,38.5631138,68.7919442,650000
203,2,3,100,38.5644634,68.7598051,649000
205,2,13,71,38.563966,68.7969471,590000
206,2,4,63,38.563966,68.7969471,450000
207,2,15,68,38.5575994,68.76368975,330000
208,1,13,46,38.5615057,68.739065,260000
210,1,11,42,38.5686582,68.7850622,450000
212,1,1,38,38.5305762,68.7763022,190000
213,4,6,120,38.5305762,68.7763022,700000
214,3,4,78,38.5858337,68.793715,305000
215,1,16,60,38.5507163,68.8305472,358000
216,2,0,65,38.5615057,68.739065,210000
219,1,2,50,38.55857825,68.79582022,316000
220,1,8,50,38.55857825,68.79582022,267000
221,3,6,105,38.5507163,68.8305472,560000
222,1,6,63,38.5507163,68.8305472,340000
223,2,3,72,38.55857825,68.79582022,420000
224,1,7,63,38.5507163,68.8305472,340000
225,3,11,106,38.5305762,68.7763022,545000
226,2,9,88,38.5507163,68.8305472,475000
227,1,9,130,38.5507163,68.8305472,696000
228,2,9,118,38.5507163,68.8305472,637000
229,2,6,88,38.55857825,68.79582022,449000
231,2,14,85,38.5507163,68.8305472,538000
232,1,7,63,38.5858337,68.793715,376000
234,2,11,97,38.5858337,68.793715,520000
235,2,10,74,38.5615057,68.739065,354000
236,2,10,75,38.5615057,68.739065,359000
237,3,10,112,38.5615057,68.739065,536000
239,3,3,75,38.5823233,68.74831405,600000
240,3,10,128,38.5686785,68.79479378,588000
241,1,8,65,38.55014405,68.76102166,295000
242,3,8,98,38.55014405,68.76102166,418000
243,2,7,42,38.55857825,68.79582022,220000
244,3,4,84,38.54670385,68.74736905,745000
245,2,1,27,38.5305762,68.7763022,360000
246,2,15,73,38.5305762,68.7763022,450000
247,3,10,110,38.54557415,68.82363702,530000
249,3,10,105,38.54692615,68.75433241,410000
251,2,3,42,38.5615057,68.739065,230000
252,5,3,90,38.5234594,68.74951586,700000
253,3,2,80,38.5643744,68.73941921,437000
254,2,9,77,38.5507163,68.8305472,392000
256,3,13,97,38.5507163,68.8305472,705000
257,1,6,56,38.5507163,68.8305472,450000
258,1,4,42,38.5077678,68.7681578,235000
259,2,3,65,38.54670385,68.74736905,570000
260,1,5,48,38.5305762,68.7763022,235000
261,3,7,130,38.5507163,68.8305472,925000
262,1,6,50,38.5389415,68.76361309,254000
263,3,14,122,38.5507163,68.8305472,700000
264,3,4,65,38.57159655,68.76501267,600000
265,2,3,42,38.5215622,68.74921245,420000
266,3,4,60,38.5635832,68.7537962,365000
267,1,12,59,38.5507163,68.8305472,400000
269,3,18,135,38.5834656,68.7891768,730000
272,1,8,50,38.5077678,68.7681578,218000
274,3,18,126,38.563966,68.7969471,1083000
280,1,1,16,38.55844695,68.74822573,136000
281,1,2,33,38.5112209,68.73803769,210000
282,2,4,40,38.5615057,68.739065,370000
283,3,3,72,38.5902908,68.73696025,500000
284,2,8,48,38.5615057,68.739065,350000
287,1,13,58,38.5575994,68.76368975,299000
288,2,12,75,38.5112209,68.73803769,300000
289,1,11,48,38.5112209,68.73803769,195000
292,4,4,134,38.5704518,68.77644954,1250000
293,3,10,102,38.5540499,68.78854785,370000
294,2,14,85,38.5647176,68.7909964,385000
295,1,1,22,38.5305762,68.7763022,80000
296,4,6,157,38.5960365,68.78432348,1980000
298,3,7,90,38.58495025,68.76348722,889200
299,2,16,75,38.5507163,68.8305472,370000
301,2,15,85,38.56254805,68.81436529,391000
302,1,4,35,38.54670385,68.74736905,342000
303,3,15,132,38.5507163,68.8305472,632000
305,4,11,140,38.5871679,68.7869964,845880
306,2,8,65,38.4881522,68.7153354,400000
307,3,2,114,38.5911176,68.7546006,988000
309,4,3,58,38.5871679,68.7869964,605000
310,1,3,35,38.5902908,68.73696025,289000
314,3,2,70,38.5425835,68.81521424,646000
315,2,4,78,38.5305762,68.7763022,638000
322,2,13,100,38.56254805,68.81436529,565440
323,2,11,70,38.5507163,68.8305472,530000
324,3,7,106,38.6073612,68.76542277,387000
326,2,17,82,38.55014405,68.76102166,374000
327,1,4,64,38.6073612,68.76542277,250000
328,1,5,60,38.6073612,68.76542277,234000
329,2,8,85,38.52225355,68.74991794,500000
330,1,8,50,38.5615057,68.739065,285000
331,2,8,50,38.58527165,68.72827396,285000
332,5,12,163,38.5658287,68.7857279,930000
334,3,5,165,38.5871679,68.7869964,1037000
335,3,16,82,38.5853222,68.71890382,170900
336,2,12,45,38.5623522,68.81128815,565000
337,2,5,56,38.5615057,68.739065,400000
338,2,9,91,38.5736713,68.7948765,568000
339,2,6,85,38.5631138,68.7919442,530000
340,1,15,52,38.5736713,68.7948765,330000
341,2,10,52,38.5507163,68.8305472,507000
342,2,9,68,38.5507163,68.8305472,830000
343,2,12,77,38.5507163,68.8305472,455000
345,3,14,120,38.5647176,68.7909964,543000
346,2,15,50,38.5507163,68.8305472,295000
347,1,12,61,38.5507163,68.8305472,368000
348,2,14,76,38.58495025,68.76348722,410000
349,1,10,43,38.54383815,68.7246305,152000
350,1,9,55,38.5834656,68.7891768,295000
351,1,12,57,38.533662,68.6677214,357390
352,2,12,72,38.56067835,68.7487056,240240
353,2,8,76,38.5962604,68.7519009,519840
354,1,15,50,38.5507163,68.8305472,295000
355,2,8,100,38.5962604,68.7519009,684000
356,3,13,120,38.5729167,68.7874518,1504800
357,3,3,106,38.566674,68.78088648,785460
359,3,15,110,38.5871679,68.7869964,1482500
360,3,8,142,38.5962604,68.7519009,971280
362,3,7,97,38.52225355,68.74991794,586000
363,2,11,92,38.5707484,68.7886955,575000
364,3,8,126,38.563966,68.7969471,735000
366,2,18,101,38.5707484,68.7886955,585000
367,3,12,165,38.58096865,68.79602633,944000
370,1,15,59,38.4881522,68.7153354,288000
372,2,17,135,38.52225355,68.74991794,395000
375,2,5,95,38.58495025,68.76348722,1083000
376,2,2,79,38.5540499,68.78854785,367000
377,2,3,45,38.5305762,68.7763022,337000
378,2,4,48,38.5227788,68.766135,300000
379,1,10,60,38.5507163,68.8305472,351000
380,1,10,65,38.5686948,68.773037,332000
381,2,10,52,38.5507163,68.8305472,507000
382,1,11,48,38.5112209,68.73803769,285000
383,2,8,78,38.5686948,68.773037,398000
384,4,8,90,38.52399065,68.74912566,612000
385,2,12,72,38.46467165,68.73892832,229000
387,3,7,86,38.5425835,68.81521424,544000
388,1,12,60,38.58527165,68.72827396,229000
389,2,2,55,38.5234594,68.74951586,465000
390,1,11,42,38.5507163,68.8305472,201955
391,2,8,43,38.5507163,68.8305472,221427
392,2,8,90,38.5507163,68.8305472,460192
394,4,4,64,38.58569185,68.72512473,535000
395,2,4,50,38.5305762,68.7763022,410000
396,2,13,67,38.5266002,68.74827971,310000
397,2,5,75,38.5853222,68.71890382,600000
398,2,4,58,38.5853222,68.71890382,430000
399,2,5,55,38.5425835,68.81521424,285000
400,2,8,78,38.5425835,68.81521424,342000
401,6,9,357,38.5234594,68.74951586,3420000
402,3,3,110,38.5707484,68.7886955,1254000
404,3,14,178,38.58495025,68.76348722,2450000
405,1,13,55,38.5834656,68.7891768,379500
406,2,6,51,38.5507163,68.8305472,499000
409,1,15,62,38.5625207,68.7694707,238000
410,2,15,74,38.58527165,68.72827396,265000
411,1,8,50,38.5853222,68.71890382,342000
412,3,1,48,38.5885533,68.7787884,353000
413,3,9,87,38.5536898,68.7652048,487000
415,3,12,100,38.562076,68.7984058,520000
416,4,4,65,38.5305762,68.7763022,550000
417,2,2,66,38.52225355,68.74991794,513000
418,2,9,62,38.5507163,68.8305472,704000
419,2,4,47,38.5305762,68.7763022,200000
420,3,2,93,38.5885533,68.7787884,1081100
422,3,9,70,38.5507163,68.8305472,479999
423,2,7,71,38.5507163,68.8305472,330000
424,2,2,79,38.5540499,68.78854785,388000
425,3,9,70,38.54557415,68.82363702,530000
427,1,7,46,38.5686785,68.79479378,420000
430,3,9,89,38.58527165,68.72827396,570000
436,3,1,66,38.4881522,68.7153354,318640
438,4,3,95,38.5853222,68.71890382,500000
442,3,12,137,38.5647176,68.7909964,1015000
443,1,16,55,38.5266002,68.74827971,220000
444,2,6,71,38.5266002,68.74827971,379000
445,2,7,78,38.5707484,68.7886955,800000
446,1,4,55,38.5266002,68.74827971,293000
447,2,5,72,38.5644634,68.7598051,439000
448,1,5,58,38.5644634,68.7598051,396000
449,2,14,56,38.5234594,68.74951586,419000
450,3,4,76,38.55014405,68.76102166,425005
451,1,9,60,38.55844695,68.74822573,330000
452,3,11,140,38.5686785,68.79479378,1596000
453,1,8,48,38.5112209,68.73803769,179999
454,3,10,116,38.5686785,68.79479378,992000
455,2,5,57,38.5739136,68.7854047,750000
457,3,1,50,38.5602287,68.8263841,342000
458,4,12,200,38.5834656,68.7891768,2034000
459,4,2,200,38.5858337,68.793715,800000
461,2,16,71,38.5305762,68.7763022,485000
462,2,2,50,38.5615057,68.739065,220000
463,1,3,38,38.5507163,68.8305472,290000
465,3,10,140,38.58495025,68.76348722,1140000
466,3,11,108,38.58495025,68.76348722,730000
467,3,19,298,38.58495025,68.76348722,1865000
470,1,10,40,38.5305762,68.7763022,238500
471,1,2,36,38.5615057,68.739065,160000
473,2,8,76,38.58227975,68.76266008,370918
475,1,1,25,38.5305762,68.7763022,125000
476,2,1,40,38.5305762,68.7763022,165000
477,1,3,51,38.5834656,68.7891768,380000
478,4,2,95,38.5234594,68.74951586,678000
479,2,14,54,38.5507163,68.8305472,555000
481,2,14,88,38.5871679,68.7869964,635000
482,2,5,60,38.5871679,68.7869964,365000
484,1,4,28,38.5507163,68.8305472,320000
485,2,3,49,38.5305762,68.7763022,220000
486,1,3,38,38.5305762,68.7763022,165000
487,3,2,60,38.5305762,68.7763022,255000
488,3,7,105,38.5615057,68.739065,780000
490,3,4,70,38.5215622,68.74921245,545000
491,2,4,37,38.5305762,68.7763022,306000
492,3,11,93,38.4881522,68.7153354,957600
493,2,5,56,38.5615057,68.739065,275000
494,3,9,105,38.5234594,68.74951586,1089600
495,2,15,87,38.533662,68.6677214,630000
496,2,1,47,38.5507163,68.8305472,350000
497,2,7,82,38.5853222,68.71890382,228000
500,2,15,80,38.5615057,68.739065,270000
501,1,2,34,38.5885533,68.7787884,260000
502,2,12,72,38.5615057,68.739065,335000
503,2,5,83,38.5834656,68.7891768,950000
504,2,6,78,38.5615057,68.739065,520000
505,1,13,56,38.4881522,68.7153354,320000
507,2,4,74,38.5823233,68.74831405,450000
508,4,15,218,38.5737759,68.8016005,1855000
509,2,7,96,38.5296206,68.7473963,547200
510,2,2,96,38.5296206,68.7473963,599000
511,1,2,30,38.5112209,68.73803769,230000
512,3,2,61,38.5100357,68.7339248,400000
513,1,3,23,38.5100357,68.7339248,120000
514,1,3,32,38.5112209,68.73803769,165000
516,3,2,76,38.5615057,68.739065,480000
517,2,1,58,38.57159655,68.76501267,390000
518,1,2,50,38.5849938,68.7245146,3000
519,1,9,36,38.58569185,68.72512473,390000
520,2,2,45,38.5507163,68.8305472,261000
521,2,1,40,38.5615057,68.739065,310000
525,6,11,200,38.5615057,68.739065,2200000
526,3,15,148,38.5507163,68.8305472,940000
527,3,2,71,38.528353,68.7378714,500000
528,3,12,64,38.54670385,68.74736905,495000
529,3,2,72,38.5858337,68.793715,200000
530,2,9,60,38.5615057,68.739065,431000
531,2,1,50,38.5615057,68.739065,340000
532,1,1,38,38.5615057,68.739065,270000
533,5,3,90,38.5615057,68.739065,680000
534,2,4,34,38.5507163,68.8305472,245000
535,2,3,68,38.5853222,68.71890382,456000
536,6,2,210,38.5615057,68.739065,2210000
537,3,7,78,38.55014405,68.76102166,620000
538,3,10,65,38.5871679,68.7869964,699000
539,2,7,50,38.58495025,68.76348722,379999
540,3,9,137,38.5507163,68.8305472,588000
541,3,9,100,38.5834656,68.7891768,700000
542,3,13,105,38.5834656,68.7891768,513000
543,3,11,79,38.5425835,68.81521424,48000
544,2,9,60,38.5615057,68.739065,460000
545,3,1,65,38.5615057,68.739065,520000
546,1,5,52,38.5507163,68.8305472,302300
547,1,19,41,38.5077678,68.7681578,115000
550,3,15,130,38.54557415,68.82363702,650000
551,1,11,27,38.5305762,68.7763022,227000
552,3,9,110,38.55468165,68.81668725,990000
553,3,9,98,38.5737759,68.8016005,1105000
556,3,12,78,38.4881522,68.7153354,680000
557,2,10,63,38.5737759,68.8016005,717000
559,1,3,35,38.5305762,68.7763022,265100
560,3,1,50,38.5666857,68.80115682,300000
561,3,5,75,38.5575994,68.76368975,639000
562,3,7,135,38.5859732,68.7992707,1139999
563,1,10,60,38.58569185,68.72512473,450000
564,2,3,65,38.5871679,68.7869964,547200
565,3,12,78,38.4881522,68.7153354,635000
566,3,3,111,38.5208346,68.74790775,940000
568,2,14,79,38.57144665,68.75630005,358000
569,3,12,65,38.5635832,68.7537962,682000
570,2,2,55,38.5575994,68.76368975,370000
572,4,8,150,38.54670385,68.74736905,1272000
574,1,3,38,38.5507163,68.8305472,295000
576,1,9,51,38.5615057,68.739065,280000
577,2,7,78,38.52225355,68.74991794,460000
579,2,1,60,38.5215622,68.74921245,420000
581,3,1,54,38.55844695,68.74822573,350000
582,3,11,73,38.58527165,68.72827396,440000
583,1,9,47,38.5615057,68.739065,214300
586,2,13,79,38.5305762,68.7763022,490000
587,3,13,102,38.5858337,68.793715,695000
588,2,2,60,38.5615057,68.739065,460000
590,2,3,58,38.5305762,68.7763022,570000
592,2,11,100,38.5540499,68.78854785,363000
593,1,9,49,38.5507163,68.8305472,235000
594,1,7,54,38.5112209,68.73803769,220000
595,1,7,44,38.5615057,68.739065,198880
596,1,8,45,38.5615057,68.739065,205200
598,3,2,120,38.5706843,68.7897228,1310000
601,1,10,57,38.5644634,68.7598051,264400
602,2,2,45,38.5575994,68.76368975,430160
603,2,9,90,38.563966,68.7969471,461700
604,2,6,80,38.5117958,68.7356977,410000
606,2,4,40,38.50599805,68.75511569,160000
607,1,4,40,38.50599805,68.75511569,160000
608,2,3,54,38.5615057,68.739065,375000
609,2,3,57,38.58527165,68.72827396,450000
610,2,2,50,38.5305762,68.7763022,245000
611,2,7,76,38.5234594,68.74951586,440000
612,3,17,123,38.533662,68.6677214,669000
613,3,5,51,38.58569185,68.72512473,500000
614,4,2,123,38.5234594,68.74951586,1202320
615,3,4,82,38.5615057,68.739065,290000
617,3,7,79,38.5615057,68.739065,340000
618,4,9,105,38.5853222,68.71890382,545000
619,4,7,111,38.5215622,68.74921245,696000
620,3,8,96,38.5112209,68.73803769,379999
621,3,10,110,38.5658287,68.7857279,900000
622,3,12,103,38.5871679,68.7869964,643000
623,2,13,72,38.5832623,68.71074041,370000
624,1,2,54,38.5834656,68.7891768,335000
625,2,7,64,38.52225355,68.74991794,615000
626,2,3,50,38.5215622,68.74921245,410000
627,3,5,110,38.54557415,68.82363702,550000
628,1,7,68,38.5834656,68.7891768,550000
629,3,6,100,38.58569185,68.72512473,590000
630,3,6,109,38.5834656,68.7891768,865000
633,2,2,64,38.5858337,68.793715,195000
634,2,16,98,38.58495025,68.76348722,545000
635,1,14,53,38.5871679,68.7869964,290000
636,3,8,125,38.5707484,68.7886955,1320000
637,3,3,100,38.5905467,68.7329119,920000
639,2,13,82,38.5737759,68.8016005,465000
640,2,11,85,38.5686785,68.79479378,490000
641,1,13,57,38.579194,68.79547521,318000
642,1,7,58,38.5707484,68.7886955,375000
643,2,12,90,38.5736713,68.7948765,738000
645,1,7,50,38.5112209,68.73803769,319200
646,3,10,100,38.52225355,68.74991794,970000
648,2,6,51,38.5507163,68.8305472,500000
649,2,5,50,38.58527165,68.72827396,400000
650,2,11,63,38.5615057,68.739065,447000
653,4,1,54,38.5871679,68.7869964,290000
656,2,9,63,38.5615057,68.739065,295000
666,3,3,70,38.5635832,68.7537962,796000
671,4,0,70,38.5834656,68.7891768,280000
675,3,3,82,38.5615057,68.739065,380000
678,2,12,61,38.533662,68.6677214,349000
680,4,8,84,38.5215622,68.74921245,650000
681,2,7,51,38.5736713,68.7948765,613000
683,2,6,85,38.5507163,68.8305472,530000
685,1,2,43,38.5507163,68.8305472,295000
686,3,8,108,38.5706843,68.7897228,677000
687,3,4,80,38.55014405,68.76102166,685000
690,3,1,55,38.52399065,68.74912566,532000
691,3,12,108,38.5615057,68.739065,828000
693,2,9,50,38.52399065,68.74912566,460000
694,5,4,96,38.5615057,68.739065,790000
695,3,6,100,38.52874565,68.7448214,490000
696,4,17,140,38.5871679,68.7869964,650000
700,1,13,54,38.5832623,68.71074041,278000
701,1,3,64,38.5507163,68.8305472,330000
702,3,10,120,38.5871679,68.7869964,700000
703,2,11,76,38.5529778,68.8457359,432000
704,3,10,131,38.5623163,68.8307218,791350
705,1,16,56,38.5389415,68.76361309,229000
706,2,12,72,38.5644634,68.7598051,335000
707,2,2,57,38.52225355,68.74991794,467400
708,2,2,60,38.52399065,68.74912566,524400
710,2,15,73,38.57248245,68.72973674,455000
716,3,11,99,38.5305762,68.7763022,630000
722,3,2,68,38.5615057,68.739065,440000
725,5,2,100,38.5305762,68.7763022,777000
726,2,12,83,38.5535382,68.8460789,493000
730,2,11,82,38.58096865,68.79602633,820000
736,2,8,77,38.5666857,68.80115682,325000
737,2,8,50,38.5540499,68.78854785,226000
740,2,4,59,38.5615057,68.739065,170000
741,3,5,114,38.5507163,68.8305472,786000
743,2,1,50,38.5305762,68.7763022,230000
745,2,9,40,38.5853222,68.71890382,320000
747,2,10,71,38.57248245,68.72973674,481735
748,1,2,32,38.5615057,68.739065,280000
750,1,6,44,38.5631138,68.7919442,312000
755,3,15,122,38.5737759,68.8016005,675000
756,3,9,104,38.5215622,68.74921245,587000
757,2,13,87,38.5736713,68.7948765,644000
759,2,15,88,38.4881522,68.7153354,435000
763,4,10,180,38.5871679,68.7869964,1790000
773,2,4,64,38.5829199,68.7185395,427000
776,3,6,131,38.5631138,68.7919442,860000
777,2,1,60,38.52874565,68.7448214,468000
783,2,1,60,38.54670385,68.74736905,454000
784,2,5,86,38.5853222,68.71890382,535000
787,1,1,40,38.5215622,68.74921245,275000
788,3,3,109,38.4881522,68.7153354,1257300
789,2,5,65,38.5853222,68.71890382,472000
790,2,9,61,38.58495025,68.76348722,600000
791,2,6,71,38.528353,68.7378714,400000
793,2,12,66,38.5179059,68.7617676,339000
795,4,4,112,38.5707484,68.7886955,1380000
796,2,8,50,38.5112209,68.73803769,340000
800,1,12,50,38.5853222,68.71890382,360000
802,4,1,64,38.52171765,68.74869762,520000
804,6,12,179,38.5688829,68.7908893,1189813
810,3,5,91,38.53258295,68.73744528,650000
814,2,10,67,38.5707484,68.7886955,540000
817,2,16,51,38.4881522,68.7153354,465000
818,2,6,63,38.5615057,68.739065,402500
819,4,2,130,38.52399065,68.74912566,1305000
822,1,2,34,38.5635832,68.7537962,295000
824,2,8,75,38.5112209,68.73803769,273999
825,1,11,55,38.5853222,68.71890382,115000
827,1,6,49,38.5507163,68.8305472,365000
829,3,8,76,38.5305762,68.7763022,587000
831,4,3,100,38.5305762,68.7763022,720000
833,2,4,48,38.5305762,68.7763022,245000
834,6,14,190,38.5688829,68.7908893,1311000
835,1,9,60,38.5808758,68.785979,372000
840,2,5,47,38.5885533,68.7787884,280000
841,1,3,31,38.50599805,68.75511569,195000
843,2,5,53,38.54557415,68.82363702,459000
844,3,16,125,38.5636739,68.7873395,862500
847,1,12,72,38.54557415,68.82363702,410000
849,2,1,65,38.5507163,68.8305472,405000
850,2,2,38,38.5305762,68.7763022,437000
852,2,2,35,38.5215379,68.9470882,205740
853,3,4,70,38.5507163,68.8305472,400000
854,2,6,45,38.5615057,68.739065,167000
855,2,4,48,38.5305762,68.7763022,290000
856,2,1,48,38.5305762,68.7763022,201000
857,2,1,55,38.5305762,68.7763022,180000
858,3,5,68,38.525688,68.74927034,550000
859,1,7,63,38.52225355,68.74991794,373000
860,1,2,30,38.5305762,68.7763022,155000
861,2,1,50,38.5305762,68.7763022,240000
863,1,6,58,38.5615057,68.739065,320000
864,3,6,94,38.5615057,68.739065,570000
865,3,10,112,38.5615057,68.739065,555000
866,1,5,41,38.5615057,68.739065,309150
868,3,4,67,38.5305762,68.7763022,468000
869,1,12,44,38.5871679,68.7869964,240000
870,3,3,132,38.54557415,68.82363702,1200000
871,2,14,96,38.58227975,68.76266008,495000
873,2,9,75,38.55014405,68.76102166,470000
875,1,10,67,38.5659731,68.7913894,386000
876,3,12,170,38.54670385,68.74736905,1704000
877,2,8,74,38.52399065,68.74912566,660000
878,2,10,50,38.58495025,68.76348722,660000
879,1,8,42,38.55014405,68.76102166,310000
880,4,7,110,38.5902908,68.73696025,960000
881,1,10,48,38.563966,68.7969471,350000
882,3,13,86,38.5635832,68.7537962,595000
884,3,2,64,38.5832623,68.71074041,550000
886,1,1,30,38.528353,68.7378714,308000
888,2,1,53,38.5112209,68.73803769,350000
889,2,2,48,38.5305762,68.7763022,365000
890,1,3,35,38.5305762,68.7763022,265000
893,2,14,55,38.54670385,68.74736905,305100
